"gdp","population","dem_status"
116193649124.151,27884381,"NF"
1336692592.59259,93566,"F"
594749285413.212,43131966,"F"
10553337672.9872,2925553,"PF"
1351693984524.5,23815995,"F"
381817565893.574,8642699,"F"
53074370486.0433,9649341,"NF"
11710800000,374206,"F"
31050638297.8723,1371851,"NF"
195078678697.23,156256276,"PF"
4.715e+09,285324,"F"
56454734396.5842,9489616,"NF"
462149679343.822,11274196,"F"
1723800000,360933,"F"
11388160958.249,10575952,"F"
2003598212.99135,727876,"PF"
33000198248.3362,10869730,"PF"
16211541820.2438,3429361,"PF"
14420593484.0557,2120716,"F"
1802214373741.32,204471769,"F"
12930394937.8137,414907,"NF"
50647442756.7445,7177991,"F"
11832159275.603,18110624,"PF"
3104394858.11518,10160030,"NF"
1596800287.16405,524743,"F"
18049954289.4229,15521436,"NF"
30928653813.8538,23298368,"NF"
1556129524418.21,35702908,"F"
1695825708.45604,4493170,"NF"
10950392219.9104,14110975,"NF"
243919085308.936,17969353,"F"
11061553079876.4,1371220000,"NF"
293481748240.779,47520667,"PF"
966029542.038859,777424,"PF"
11953249529.737,4856095,"NF"
37917704900.0794,76244544,"NF"
54775994478.5095,4847804,"F"
45814637971.4745,23226143,"PF"
49525747503.8149,4203604,"F"
8.7133e+10,11324781,"NF"
19842404304.8929,1160985,"F"
188033050459.881,10546059,"F"
302673070846.857,5683483,"F"
2430287967.02678,913993,"NF"
540737037.037037,71183,"F"
71164825257.7372,10281680,"PF"
99290381000,16212020,"PF"
329366576819.407,92442547,"NF"
23438240000,6325124,"F"
13185496836.4124,1168568,"NF"
NA,NA,"NF"
23048864242.6072,1315407,"F"
4062660889.82685,1104044,"NF"
64589334978.8013,100835458,"NF"
4682546881.15833,868627,"PF"
234440080998.273,5479531,"F"
2438207896251.84,66548272,"F"
14383107714.0388,1947686,"NF"
13972400000,4270092,"NF"
14953950557.4406,3725276,"PF"
3356235704119.75,81686611,"F"
48564863888.4402,27849205,"F"
196591353872.132,10820883,"F"
997007925.925926,109599,"F"
62186186575.7433,15567419,"PF"
8794202443.67366,11432088,"PF"
1048229629.42039,1737202,"PF"
4279840361.74334,767432,"F"
14857386163.9184,10695542,"PF"
20979767785.2104,9112916,"PF"
309383627028.561,7291300,"PF"
125074286021.14,9843028,"F"
17389101639.0017,330815,"F"
2103587817041.78,1310152403,"F"
2103587817041.78,1310152403,"PF"
860854235065.079,258383256,"PF"
384951479697.42,78492215,"NF"
177498577312.923,35572261,"NF"
291499812214.551,4701957,"F"
299813121135.458,8380100,"F"
1835899237320.04,60730582,"F"
14187696311.3556,2891021,"F"
4389475622588.97,127141000,"F"
38587017944.3352,9266575,"NF"
184388432148.715,17542806,"NF"
64007750169.3344,47878336,"PF"
171117872.436331,110930,"F"
114567298105.683,3835591,"PF"
6678178340.45121,5956900,"PF"
14390442307.3996,6741164,"NF"
27239653843.5022,1977527,"F"
49939374832.7031,6532678,"PF"
2372280102.51667,2059021,"PF"
3.177e+09,4472230,"PF"
27842131479.8726,6418315,"NF"
6268391521.19701,37470,"F"
41418872976.1196,2904910,"F"
57744457954.7297,569604,"F"
11323023786.5698,24234088,"PF"
6373212640.84604,16745303,"PF"
301354803994.367,30270962,"PF"
4109447297.00709,454915,"PF"
13104802016.2041,17438778,"PF"
11091434435.2345,445053,"F"
184599600,57439,"F"
6166857628.62212,4046301,"NF"
11692287066.381,1262605,"F"
1171867608197.72,121858258,"PF"
7745231660.33425,2834530,"PF"
6261622101.40908,37718,"F"
11749620619.5962,2998439,"F"
4053097851.44823,622159,"PF"
101179808076.36,34663603,"PF"
15950969018.9458,27042002,"PF"
67822772707.1034,52680726,"NF"
11272143472.6244,2314904,"F"
86779266.1619103,12475,"F"
21410840908.5198,27015031,"PF"
765264949780.999,16939923,"F"
177467529071.288,4609400,"F"
12756706583.3113,6223240,"PF"
9685577941.03195,20001663,"PF"
486803295097.89,181137448,"PF"
NA,25183833,"NF"
10064515432.0265,2079328,"PF"
19842404304.8929,1160985,"F"
385801550067.169,5188607,"F"
68399663321.9259,4267348,"NF"
270556131701.171,199426964,"PF"
270556131701.171,199426964,"NF"
280457700,17665,"F"
54091700000,3968487,"F"
21723531182.1369,8107775,"PF"
36164068797.2511,6688746,"PF"
189805300841.603,30470734,"F"
306445871632.259,102113212,"PF"
477811911394.084,37986412,"F"
199313894327.486,10358076,"F"
103375500000,3473232,"F"
161739955577.748,2565710,"NF"
177729210874.504,19815616,"F"
1363481063446.77,144096870,"NF"
8545441361.06541,11369071,"NF"
788307330.55567,193513,"F"
1419394771.21029,33272,"F"
316065369.885019,199432,"F"
654269902888.715,31717667,"NF"
17774766636.0459,14578459,"F"
39655958842.5478,7095383,"F"
1377495054.04127,93419,"PF"
4218723875.1379,7171914,"PF"
308004146057.608,5535002,"PF"
88467555243.7256,5423801,"F"
43090173394.6913,2063531,"F"
1307061543.70981,603118,"PF"
4048860871.41119,13797201,"NF"
317620522794.827,55386369,"F"
1465773245547.15,51014947,"F"
11997800760.2242,10715658,"NF"
1195119269971.52,46444832,"F"
80604080688.5775,20970000,"PF"
923155555.555555,51204,"F"
1808079888.88889,179126,"F"
755400000,109148,"F"
74294508239.5524,38902950,"NF"
4787367928.11777,559136,"F"
505103781349.757,9799186,"F"
679832292004.984,8282396,"F"
NA,17997408,"NF"
NA,NA,"F"
7854602391.65355,8454028,"NF"
47378599025.3044,51482633,"PF"
401295941041.296,68714511,"NF"
1378176868.31568,2085860,"NF"
1594410800,1196302,"PF"
4180866177.03946,7323158,"PF"
437006227.162781,100781,"F"
25062893969.3292,1370328,"F"
43173480831.9739,11179949,"F"
864314287105.727,78529409,"PF"
35799714285.7143,5565287,"NF"
35492074.2243257,11099,"F"
32248116583.6813,38225453,"NF"
91030959454.6961,45154036,"PF"
358135057862.492,9262900,"NF"
2928591002002.51,65116219,"F"
18224704440000,320635163,"F"
53274304222.1829,3412009,"F"
81847410181.7953,31298900,"NF"
759689950.930918,271130,"F"
NA,30081829,"PF"
193241108709.536,92677076,"NF"
13972400000,4270092,"NF"
NA,NA,"NF"
42450620875.6499,26497889,"NF"
21243339048.2369,15879361,"PF"
19963120600,13814629,"PF"
20484885119.7348,33370794,"NF"
13228144008.3428,2889104,"PF"
213860450595.829,38923687,"NF"
3271808157.30038,79213,"F"
145712200312.505,26941779,"NF"
1249733333.33333,92562,"F"
526319673731.638,42669500,"F"
11609512939.7542,2912403,"PF"
1467483705131.74,23475686,"F"
441996131736.508,8546356,"F"
75244294275.1498,9535079,"NF"
11111600000,370633,"F"
33387712765.9574,1336075,"NF"
172885454931.453,154520167,"PF"
4696500000,284825,"F"
78813839984.3506,9474511,"NF"
534678075827.361,11209057,"F"
1662800000,353366,"F"
13284528654.0574,10286842,"F"
1907090813.45906,719056,"PF"
32996188012.6821,10706517,"PF"
18558343508.3435,3482104,"PF"
16250781586.6579,2088614,"F"
2455993625159.37,202763735,"F"
17098342541.4365,409769,"NF"
56901994980.3283,7223938,"F"
13943016923.9017,17586017,"PF"
2705783272.07443,9844297,"NF"
1859898513.26858,518269,"F"
16702610842.4025,15274503,"NF"
34989493826.2179,22681858,"NF"
1803533209844.65,35437435,"F"
1894813504.52945,4464175,"NF"
13940768065.6063,13663559,"NF"
260541629960.664,17758959,"F"
10475682920594.5,1364270000,"NF"
381112119657.445,46967706,"PF"
1149587651.69395,759390,"PF"
17783526317.8894,4736974,"NF"
35909040265.9328,73767447,"NF"
50577769837.7462,4795396,"F"
35363533865.7271,22647683,"PF"
57639588805.5871,4238389,"F"
8.0656e+10,11306902,"NF"
23156850006.6427,1152285,"F"
209358834156.329,10525347,"F"
352993631617.708,5643475,"F"
2214681573.56933,898696,"NF"
520207407.407407,71085,"F"
67179914026.2773,10165178,"F"
101726331000,15951838,"PF"
305595408895.265,90424654,"NF"
22593480000,6295128,"F"
21765454404.421,1122276,"NF"
NA,NA,"NF"
26773473625.1921,1314545,"F"
4422304974.7989,1095021,"NF"
55612228233.5179,98094253,"NF"
4856963251.97477,866453,"PF"
274497230802.958,5461512,"F"
2852165760630.27,66312067,"F"
18203968001.8908,1883800,"NF"
13989700000,4173398,"NF"
17627003454.7205,3719414,"PF"
3883920155292.26,80982500,"F"
53660342159.7735,27224472,"F"
237029578730.029,10892413,"F"
911497407.407407,108902,"F"
57852399705.1292,15306316,"PF"
8778473614.54728,11150977,"PF"
1054915645.19654,1692439,"PF"
4127664335.82693,763380,"F"
14790765759.5274,10549008,"PF"
19756494434.7031,8955589,"PF"
291459356985.337,7229500,"PF"
140765018880.633,9866468,"F"
17758050015.5425,327386,"F"
2039127446298.55,1295604184,"F"
2039127446298.55,1295604184,"PF"
890814755233.225,255129004,"PF"
432687036177.818,77465753,"NF"
234648370506.003,34411951,"NF"
258471884599.611,4657740,"F"
309558454690.917,8215700,"F"
2159133919743.77,60789140,"F"
13897804560.3487,2875136,"F"
4850413536037.84,127276000,"F"
36847643587.2383,8920049,"NF"
221415572819.5,17288285,"NF"
61448046801.6041,46699981,"PF"
179703443.302686,109391,"F"
162631412508.784,3690941,"PF"
7468096566.71158,5835500,"PF"
13268458231.9284,6639756,"NF"
31329367172.7409,1993782,"F"
48134486624.6103,6262410,"PF"
2499803984.26198,2043437,"F"
3.144e+09,4359505,"PF"
41142722414.3351,6362037,"NF"
6657170923.37918,37223,"F"
48574531941.9167,2932367,"F"
66103853236.7572,556319,"F"
12522959157.2295,23589887,"PF"
6047813437.31804,16289540,"PF"
338061963396.376,29866559,"PF"
3697351594.22359,435015,"PF"
14364859445.8846,16934220,"PF"
11626281449.5909,434558,"F"
184689500,57179,"F"
6592537781.81518,3930896,"NF"
12803445933.5894,1260934,"F"
1315351183524.54,120355128,"PF"
9510219299.49557,2856950,"PF"
7069616048.89066,37322,"F"
12226514722.0861,2940108,"F"
4587741791.10639,621810,"F"
110081248587.369,34192347,"PF"
17716084107.5888,26286163,"PF"
65446199787.8425,52280807,"NF"
12356482988.8683,2273430,"F"
104654365.188653,11853,"F"
20002968837.9471,26906926,"PF"
890981311077.658,16865008,"F"
200921936786.219,4516500,"F"
11880434070.7811,6142733,"PF"
10862944203.5591,19240157,"PF"
546676374567.721,176404902,"PF"
NA,25057752,"NF"
11362272837.8818,2077775,"PF"
23156850006.6427,1152285,"F"
498410050251.256,5137232,"F"
80686854742.6073,4027260,"NF"
244360888750.807,195306825,"PF"
244360888750.807,195306825,"NF"
241669800,17626,"F"
49921500000,3901315,"F"
23210682536.8359,7946731,"PF"
40276532540.8812,6599526,"PF"
200789362451.567,30090359,"F"
297483553299.658,100513138,"PF"
542477096211.761,38011735,"F"
229596170846.995,10401062,"F"
102445800000,3534874,"F"
206224598564.624,2459198,"NF"
199959363430.073,19908979,"F"
2059241965490.83,143819667,"NF"
8246166341.35632,11083635,"NF"
756919917.334022,192221,"F"
1673973694.69908,32948,"F"
346527949.761506,195727,"F"
756350347320.381,30916994,"NF"
19797254643.1212,14174731,"F"
47062206677.6539,7130576,"F"
1343007845.04468,91359,"PF"
5015157815.73406,7017144,"PF"
314851156183.411,5469724,"PF"
101189715749.374,5418649,"F"
49930685013.4603,2061980,"F"
1335538893.33315,587079,"PF"
3963532308.99479,13423576,"NF"
350904575292.317,54544184,"F"
1484318219633.63,50746659,"F"
13962212847.4576,10554883,"NF"
1369398844599.58,46480882,"F"
79356449840.5771,20778000,"PF"
916566666.666667,50776,"F"
1755130814.81481,178296,"F"
727714814.814815,108861,"F"
64941713057.3775,37977655,"NF"
5240606060.60606,553278,"F"
581964017237.095,9696110,"F"
709182559935.301,8188649,"F"
NA,18715672,"NF"
NA,NA,"F"
9112544556.05962,8252833,"NF"
49964788814.0926,49959822,"PF"
407339361695.577,68438730,"NF"
1229460601.92174,2024042,"NF"
1447311400,1174331,"PF"
4574986536.90791,7137997,"PF"
439878828.008608,101028,"F"
27615843098.0949,1362342,"F"
47632326088.237,11063201,"F"
938934394763.917,77231907,"PF"
43524210526.3158,5466328,"NF"
37290607.5356048,10972,"F"
32472363451.8826,36912148,"NF"
133503411375.739,45272155,"PF"
403137100068.074,9214175,"NF"
3063803240208.01,64602298,"F"
17527163695000,318301008,"F"
57236013087.7063,3400434,"F"
76658542757.4707,30757700,"NF"
814954306.971033,263888,"F"
482359318767.703,30045134,"PF"
186204652922.262,91714595,"NF"
13989700000,4173398,"NF"
NA,NA,"NF"
43206469767.4419,25823485,"NF"
27150728123.781,15399753,"PF"
19495519600,13586681,"NF"
20561069558.2152,32269589,"NF"
12776217194.7928,2895092,"PF"
209724351221.97,38140132,"NF"
3193704343.20627,80774,"F"
136709862831.194,26015780,"NF"
1181448148.14815,91516,"F"
552025140252.246,42202935,"F"
11121465767.4067,2897584,"PF"
1576184467015.49,23128129,"F"
430068712971.867,8479823,"F"
74164435946.4627,9416801,"NF"
10568400000,367168,"F"
32539468085.1064,1315029,"NF"
149990451022.29,152764676,"PF"
4.677e+09,284296,"F"
75527984234.2342,9465997,"NF"
521642714407.843,11159407,"F"
1579400000,345715,"F"
12517845732.2095,10004588,"F"
1756215665.09323,710238,"PF"
30659338880.3786,10542376,"PF"
18178503835.4491,3542605,"PF"
14901750991.2012,2062536,"F"
2472806919901.67,201035903,"F"
18093829923.2737,404421,"NF"
55615397665.5809,7265115,"F"
13444301139.1384,17072775,"PF"
2451625332.74584,9540289,"PF"
1850470042.43281,511748,"F"
15227991395.2201,15026332,"NF"
32357345500.9885,22077298,"NF"
1847208522155.34,35082954,"F"
1691544192.38242,4447942,"NF"
12953535495.8781,13220424,"NF"
278384345259.377,17571507,"F"
9570406235659.64,1357380000,"NF"
382116126448.555,46495492,"PF"
1116224161.07781,741505,"PF"
17958721571.7526,4622761,"NF"
32679745297.6453,71358807,"NF"
49745088111.6953,4742107,"F"
31273074527.6975,22087505,"PF"
58194069434.1423,4255689,"F"
7.7148e+10,11282720,"NF"
23900872625.8467,1143866,"F"
211685616592.931,10514272,"F"
343584391647.927,5614932,"F"
2042817162.85639,883293,"NF"
498296296.296296,71016,"F"
62682163837.6521,10048224,"F"
95129659000,15707474,"PF"
288434108527.132,88404640,"NF"
21990970000,6266070,"F"
21948835350.3425,1076413,"NF"
NA,NA,"NF"
25271406707.566,1317997,"F"
4597702903.12892,1086839,"NF"
47648211133.2183,95385785,"NF"
4190143206.25611,865608,"PF"
271285280621.373,5438972,"F"
2811077725703.59,65998687,"F"
17595745653.3676,1817071,"NF"
13515500000,4076708,"NF"
17189551520.9811,3717668,"PF"
3732743446218.92,80645605,"F"
62405374785.5052,26607642,"F"
239862011051.781,10965211,"F"
842620111.111111,108170,"F"
52996540576.3161,15043981,"PF"
8376613843.27265,10892810,"PF"
1046087417.96916,1648257,"NF"
4167801802.58255,759285,"F"
14498080022.6317,10400673,"PF"
18499710127.8385,8798521,"PF"
275696879834.966,7178900,"PF"
135411698965.109,9893082,"F"
16033517403.2062,323764,"F"
1856722121394.53,1280846129,"F"
1856722121394.53,1280846129,"PF"
912524136718.018,251806402,"PF"
460293149324.326,76481943,"NF"
234648370497.427,33157050,"NF"
238543539440.554,4623816,"F"
292636164056.027,8059500,"F"
2141315327318.21,60233948,"F"
14262589157.7413,2858709,"F"
5155717056270.83,127445000,"F"
34454440180.6582,8520420,"NF"
236634552078.102,17035551,"NF"
55096728047.9408,45519889,"PF"
185113921.606488,107890,"F"
174161142454.161,3526376,"PF"
7335027591.91628,5719600,"PF"
11942230508.334,6541304,"NF"
30432796305.7043,2012647,"F"
46909335135.1244,5914621,"PF"
2421470018.23985,2028519,"F"
3.067e+09,4248334,"PF"
65502870173.7831,6320359,"PF"
6391735893.83968,36934,"F"
46514471181.9327,2957689,"F"
61739352212.3049,543360,"F"
12423557906.9182,22961253,"PF"
5518880768.57955,15839269,"PF"
323277158906.979,29468872,"PF"
3295011381.75405,415593,"PF"
13242680704.5961,16449864,"PF"
10551661220.181,425967,"F"
187707400,56938,"F"
7223063169.72749,3817494,"NF"
12129642296.4425,1258653,"F"
1274443084716.57,118827161,"PF"
9496684701.43325,2858692,"PF"
6555983530.34932,36901,"F"
12582122604.1921,2881792,"F"
4464502433.55448,621207,"F"
106825649872.108,33715693,"PF"
16974320551.0213,25560725,"PF"
60269734044.526,51852451,"NF"
12011207741.4591,2233510,"F"
98491843.6441982,10821,"F"
19271168018.482,26917906,"PF"
876923518850.405,16804432,"F"
190845889949.764,4442100,"F"
10982938825.6994,6062454,"PF"
10224897934.722,18504255,"PF"
508692961937.492,171765769,"PF"
NA,24929452,"NF"
10817712138.9451,2076067,"PF"
23900872625.8467,1143866,"F"
522761531914.894,5079623,"F"
78555637365.2291,3764805,"NF"
231218567178.979,191262919,"PF"
231218567178.979,191262919,"NF"
221117200,17606,"F"
4.56e+10,3835437,"F"
21261432774.5023,7788379,"PF"
38585317742.9809,6510276,"PF"
201175469114.327,29773987,"F"
283902829721.087,98871552,"PF"
521016262734.924,38040196,"F"
226369502104.236,10457295,"F"
1.0245e+11,3593077,"F"
198727642979.297,2336574,"NF"
190801346194.297,19983693,"F"
2292473246621.08,143506995,"NF"
7819538349.2413,10811543,"NF"
770021663.967789,190717,"F"
1678841811.66158,32553,"F"
300553785.023867,192087,"F"
746647127407.619,30052518,"NF"
18965572150.2913,13782420,"F"
48394239474.6762,7164132,"F"
1328157608.83087,89949,"PF"
4920343194.99339,6863980,"PF"
307576360584.992,5399162,"PF"
98848641554.6311,5413393,"F"
48401896808.3064,2059953,"F"
1284698922.22785,571335,"PF"
3892402684.7557,13063706,"NF"
366829390478.954,53687125,"F"
1370795199976.18,50428893,"F"
18426469016.9492,10355036,"NF"
1354757433212.72,46620045,"F"
74317806538.3632,20585000,"PF"
839774074.074074,50328,"F"
1664816740.74074,177513,"F"
721207407.407407,108622,"F"
57730380599.5285,37072550,"NF"
5145757575.75758,547295,"F"
586841821796.891,9600379,"F"
688504173431.454,8089346,"F"
NA,19584274,"NF"
NA,NA,"F"
8448469837.53831,8059769,"NF"
45680532613.7591,48482266,"PF"
420333203150.426,68144501,"PF"
1375608956.10386,1963711,"NF"
1395524600,1153295,"PF"
4321655656.33177,6954721,"PF"
450643615.180528,101768,"F"
27268478564.5547,1353700,"F"
46251061734.4741,10952951,"PF"
957799371565.729,75928564,"PF"
39197543859.6491,5366375,"NF"
37509075.1110253,10857,"F"
28791625559.2282,35695246,"PF"
183310146378.081,45489648,"PF"
390107556160.654,9197910,"NF"
2786022872706.81,64128273,"F"
16784849196000,315993715,"F"
57531233351.2089,3389439,"F"
68997168337.6782,30243200,"NF"
801787555.861121,256635,"F"
371005379786.566,29783571,"PF"
171222025117.381,90753472,"NF"
13515500000,4076708,"NF"
NA,NA,"NF"
40415235701.9871,25147109,"NF"
28045553105.1354,14926504,"PF"
19091020000,13350356,"NF"
20001598505.7042,31161376,"NF"
12319830252.4768,2900401,"PF"
209021250805.932,37383887,"NF"
3188808942.56713,82427,"F"
128052853643.106,25107931,"NF"
1199948148.14815,90409,"F"
545982375701.128,41733271,"F"
10619320048.5857,2884229,"PF"
1546151783872.96,22733465,"F"
409425234155.263,8429991,"F"
69683935845.2139,9295784,"NF"
10720500000,363584,"F"
30749308510.6383,1299943,"NF"
133355749482.478,151007807,"PF"
4.61e+09,283700,"F"
65685102554.8759,9464495,"NF"
496181260258.3,11106932,"F"
1522900000,338000,"F"
11141358945.1349,9729248,"F"
1781281281.57912,701583,"PF"
27084497482.8616,10377676,"PF"
17226849297.07,3604972,"PF"
14380004175.1194,2039551,"F"
2465188674415.03,199287296,"F"
19047940300.8963,398989,"NF"
54033250328.5151,7305888,"F"
12561016091.4673,16571246,"PF"
2333308099.46249,9245988,"PF"
1741809808.96442,505235,"F"
14054443213.4639,14780454,"NF"
29102772799.0038,21485266,"NF"
1828689329348.99,34714222,"F"
2510126699.05356,4436415,"PF"
12367363677.6199,12784750,"NF"
267122320056.702,17400347,"F"
8532229986993.65,1350695000,"NF"
370921320483.841,46075721,"PF"
1015843368.79008,723871,"PF"
17692912613.1633,4510198,"NF"
29306235826.3885,69020747,"NF"
46473128285.5589,4688000,"F"
26789047554.5988,21547188,"PF"
56580819623.8529,4267558,"F"
7.3141e+10,11257101,"NF"
24978513426.6992,1135046,"F"
208857719320.649,10510785,"F"
327148943812.137,5591572,"F"
1353632941.5207,868136,"NF"
485996296.296296,70965,"F"
60681537194.7076,9930911,"F"
87924544000,15474102,"PF"
279116666666.667,86422240,"PF"
21386140000,6237923,"F"
22388345810.2466,1031191,"NF"
NA,NA,"NF"
23192708981.8446,1322696,"F"
4886658806.33374,1079288,"NF"
43310721414.0829,92726971,"NF"
3972012570.53467,865069,"PF"
258304834621.605,5413971,"F"
2683825225092.63,65659809,"F"
17170465294.0332,1749682,"NF"
12208400000,3979998,"NF"
16488403076.3641,3728874,"PF"
3527344944139.83,80425823,"F"
41270954737.2459,25996449,"F"
245670666767.533,11045011,"F"
799882259.259259,107446,"F"
50388460924.7345,14781942,"PF"
7638045254.42864,10652029,"PF"
989271229.637162,1604979,"NF"
4063090015.91812,755399,"F"
13708931889.7884,10250930,"PF"
18528601901.324,8640691,"PF"
262629441493.476,7150100,"PF"
128475498380.379,9920362,"F"
14724078148.3168,320716,"F"
1827637859135.7,1265782790,"F"
1827637859135.7,1265782790,"PF"
917869910105.749,248452413,"F"
598868460912.847,75539862,"NF"
217807625616.475,31890011,"NF"
224999484361.826,4599533,"F"
257180147032.142,7910500,"F"
2087077032435.15,59539717,"F"
14807086889.2099,2842132,"F"
6203213121334.12,127629000,"F"
31634561670.4356,8090872,"NF"
207998568865.789,16792090,"NF"
50412754861.0191,44343410,"PF"
190243321.598675,106370,"F"
174070382279.385,3348853,"PF"
6605139933.41063,5607200,"PF"
10191350119.6808,6444530,"NF"
28330632928.5559,2034319,"F"
44035991745.6716,5538634,"PF"
2526185314.17438,2014990,"F"
2.721e+09,4135659,"PF"
81873662518.8238,6285750,"PF"
5456009384.66461,36615,"F"
42943442157.7701,2987773,"F"
56677961787.0717,530946,"F"
11578978052.8789,22346641,"PF"
6028487928.83351,15396005,"PF"
314443149443.149,29068159,"PF"
2886170571.69634,397237,"PF"
12441946098.4018,15979499,"NF"
9462238256.97848,420028,"F"
182874800,56717,"F"
6728208836.22143,3706554,"NF"
11668685524.1265,1255882,"F"
1201089987015.45,117274155,"PF"
8709165249.26928,2859458,"PF"
5743029680.07195,36460,"F"
12292770631.1967,2824699,"F"
4087561649.51236,620601,"F"
98266306615.3632,33241898,"PF"
16350804543.0515,24862648,"PF"
59937797559.3295,51413698,"NF"
13041886316.4832,2194784,"F"
96927201.4848422,10279,"F"
18851513891.066,26989862,"PF"
838971306990.906,16754962,"F"
176247979235.906,4408100,"F"
10532049076.9407,5982526,"PF"
9426913349.22319,17795191,"PF"
455501524575.498,167228767,"PF"
NA,24800612,"NF"
9745251126.0109,2074278,"PF"
24978513426.6992,1135046,"F"
509506317146.541,5018573,"F"
76511059935.9394,3498029,"NF"
224383620829.57,187281475,"PF"
224383620829.57,187281475,"NF"
212397800,17640,"F"
40429700000,3770624,"F"
21295659249.2443,7631002,"PF"
33283228891.0923,6421512,"PF"
192648999090.082,29506788,"F"
261920542606.89,97212638,"PF"
498523568248.119,38063164,"F"
216236608773.976,10514844,"F"
101564800000,3634488,"F"
186833502362.128,2196074,"NF"
170635805316.879,20058035,"F"
2208295773643.15,143201721,"NF"
7655138385.44374,10549678,"NF"
760549587.136028,189088,"F"
1604779647.95066,32105,"F"
250680453.148915,188404,"F"
735974843348.664,29155187,"NF"
17824398468.8858,13401991,"F"
43309252921.0567,7199077,"F"
1060226125.62616,88303,"PF"
3801862611.36414,6712581,"F"
295087220933.024,5312437,"PF"
94534730680.6023,5407579,"F"
46580457470.2769,2057159,"F"
1190994126.60431,556064,"PF"
NA,12715510,"NF"
396332702639.496,52832659,"F"
1278427634342.59,50199853,"F"
11931472169.4915,10113647,"NF"
1324820091194.67,46773055,"F"
68434409315.1123,20425000,"PF"
800414814.814815,49881,"F"
1605146777.77778,176646,"F"
692933333.333333,108435,"F"
52766746152.1786,36193783,"NF"
4.98e+09,541247,"F"
552483727282.802,9519374,"F"
668043613696.287,7996861,"F"
NA,20442541,"NF"
NA,NA,"F"
7633049792.09321,7874835,"NF"
39650530214.3287,47052481,"PF"
397558222957.17,67835957,"PF"
1415006238.09509,1905011,"NF"
1147779600,1132994,"PF"
3873308389.30006,6773807,"PF"
470714083.426751,102737,"F"
25763220107.0051,1344817,"F"
45044112939.3687,10847002,"PF"
880555967207.49,74653016,"PF"
35164210526.3158,5267900,"NF"
37671774.6945537,10739,"F"
27188666946.7055,34559168,"PF"
175781379051.433,45593342,"PF"
374590605854.323,9141596,"NF"
2704887678386.72,63700215,"F"
16197007349000,313830990,"F"
51264390114.2305,3378974,"F"
63628854498.5024,29774500,"NF"
781702874.106058,249499,"F"
381286237847.667,29362449,"PF"
155820001920.492,89802487,"NF"
12208400000,3979998,"NF"
NA,NA,"NF"
35401341663.0425,24473178,"NF"
25503060420.026,14465121,"PF"
17114849900,13115131,"NF"
